instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month
5611,2011-08-26,Fall,2011,8,16,0,Friday,1,Clear,0.78,0.7424,0.62,0.1045,50.0,293,343,August
5612,2011-08-26,Fall,2011,8,17,0,Friday,1,Clear,0.74,0.7121,0.74,0.2537,56.0,433,489,August
5613,2011-08-26,Fall,2011,8,18,0,Friday,1,Mist,0.74,0.7121,0.74,0.1343,40.0,370,410,August
5614,2011-08-26,Fall,2011,8,19,0,Friday,1,Clear,0.72,0.697,0.79,0.1045,55.0,235,290,August
5615,2011-08-26,Fall,2011,8,20,0,Friday,1,Clear,0.72,0.697,0.79,0.0896,39.0,183,222,August
5616,2011-08-26,Fall,2011,8,21,0,Friday,1,Clear,0.72,0.697,0.79,0.1642,38.0,152,190,August
5617,2011-08-26,Fall,2011,8,22,0,Friday,1,Clear,0.72,0.697,0.79,0.1045,26.0,126,152,August
5618,2011-08-26,Fall,2011,8,23,0,Friday,1,Clear,0.7,0.6667,0.84,0.0896,22.0,114,136,August
5619,2011-08-27,Fall,2011,8,0,0,Saturday,0,Clear,0.7,0.6667,0.84,0.1045,33.0,112,145,August
5620,2011-08-27,Fall,2011,8,1,0,Saturday,0,Clear,0.7,0.6667,0.84,0.1642,13.0,51,64,August
5621,2011-08-27,Fall,2011,8,2,0,Saturday,0,Clear,0.7,0.6667,0.84,0.194,18.0,59,77,August
5622,2011-08-27,Fall,2011,8,3,0,Saturday,0,Mist,0.7,0.6667,0.84,0.2239,8.0,22,30,August
5623,2011-08-27,Fall,2011,8,4,0,Saturday,0,Mist,0.7,0.6667,0.84,0.2239,1.0,3,4,August
5624,2011-08-27,Fall,2011,8,5,0,Saturday,0,Mist,0.7,0.6667,0.84,0.2985,1.0,11,12,August
5625,2011-08-27,Fall,2011,8,6,0,Saturday,0,Mist,0.7,0.6667,0.84,0.2985,3.0,15,18,August
5626,2011-08-27,Fall,2011,8,7,0,Saturday,0,Mist,0.7,0.6667,0.84,0.3582,2.0,26,28,August
5627,2011-08-27,Fall,2011,8,8,0,Saturday,0,Mist,0.7,0.6667,0.84,0.2537,14.0,62,76,August
5628,2011-08-27,Fall,2011,8,9,0,Saturday,0,Mist,0.7,0.6667,0.84,0.4179,28.0,128,156,August
5629,2011-08-27,Fall,2011,8,10,0,Saturday,0,Mist,0.7,0.6667,0.79,0.4627,51.0,154,205,August
5630,2011-08-27,Fall,2011,8,11,0,Saturday,0,Light Snow,0.66,0.5909,0.89,0.4179,15.0,73,88,August
5631,2011-08-27,Fall,2011,8,12,0,Saturday,0,Light Snow,0.66,0.6061,0.83,0.194,11.0,65,76,August
5632,2011-08-27,Fall,2011,8,13,0,Saturday,0,Light Snow,0.66,0.6061,0.83,0.3881,10.0,33,43,August
5633,2011-08-27,Fall,2011,8,14,0,Saturday,0,Light Snow,0.64,0.5758,0.89,0.194,4.0,19,23,August
5634,2011-08-27,Fall,2011,8,15,0,Saturday,0,Light Snow,0.64,0.5758,0.89,0.194,2.0,28,30,August
5635,2011-08-27,Fall,2011,8,16,0,Saturday,0,Light Snow,0.64,0.5758,0.89,0.194,10.0,14,24,August
5636,2011-08-27,Fall,2011,8,17,0,Saturday,0,Light Snow,0.64,0.5758,0.89,0.194,2.0,14,16,August
5637,2011-08-28,Fall,2011,8,7,0,Sunday,0,Light Snow,0.62,0.5758,0.83,0.3582,0.0,1,1,August
5638,2011-08-28,Fall,2011,8,8,0,Sunday,0,Light Snow,0.62,0.5758,0.83,0.4179,2.0,6,8,August
5639,2011-08-28,Fall,2011,8,9,0,Sunday,0,Clear,0.66,0.6212,0.74,0.4179,7.0,46,53,August
5640,2011-08-28,Fall,2011,8,10,0,Sunday,0,Clear,0.7,0.6515,0.61,0.194,27.0,115,142,August
5641,2011-08-28,Fall,2011,8,11,0,Sunday,0,Clear,0.7,0.6515,0.58,0.3881,59.0,178,237,August
5642,2011-08-28,Fall,2011,8,12,0,Sunday,0,Clear,0.74,0.6667,0.51,0.3881,88.0,218,306,August
5643,2011-08-28,Fall,2011,8,13,0,Sunday,0,Clear,0.76,0.6818,0.45,0.3582,17.0,302,431,August
5644,2011-08-28,Fall,2011,8,14,0,Sunday,0,Clear,0.78,0.697,0.43,0.4179,17.0,290,447,August
5645,2011-08-28,Fall,2011,8,15,0,Sunday,0,Clear,0.78,0.697,0.43,0.3582,17.0,314,469,August
5646,2011-08-28,Fall,2011,8,16,0,Sunday,0,Clear,0.8,0.7121,0.36,0.3881,17.0,295,491,August
5647,2011-08-28,Fall,2011,8,17,0,Sunday,0,Clear,0.76,0.6818,0.4,0.2985,17.0,253,398,August
5648,2011-08-28,Fall,2011,8,18,0,Sunday,0,Clear,0.74,0.6667,0.42,0.2239,17.0,257,402,August
5649,2011-08-28,Fall,2011,8,19,0,Sunday,0,Clear,0.72,0.6667,0.48,0.1045,17.0,247,387,August
5650,2011-08-28,Fall,2011,8,20,0,Sunday,0,Clear,0.72,0.6515,0.45,0.1045,64.0,150,214,August
5651,2011-08-28,Fall,2011,8,21,0,Sunday,0,Clear,0.66,0.6212,0.61,0.1343,60.0,126,186,August
5652,2011-08-28,Fall,2011,8,22,0,Sunday,0,Clear,0.64,0.6061,0.69,0.1045,25.0,73,98,August
5653,2011-08-28,Fall,2011,8,23,0,Sunday,0,Clear,0.62,0.5909,0.73,0.1045,16.0,48,64,August
5654,2011-08-29,Fall,2011,8,0,0,Monday,1,Clear,0.62,0.5909,0.73,0.1045,13.0,21,34,August
5655,2011-08-29,Fall,2011,8,1,0,Monday,1,Clear,0.6,0.5909,0.69,0.1045,5.0,15,20,August
5656,2011-08-29,Fall,2011,8,2,0,Monday,1,Clear,0.6,0.5909,0.69,0.194,8.0,5,13,August
5657,2011-08-29,Fall,2011,8,3,0,Monday,1,Clear,0.6,0.5909,0.69,0.1045,1.0,5,6,August
5658,2011-08-29,Fall,2011,8,4,0,Monday,1,Clear,0.56,0.5303,0.68,0.1343,0.0,3,3,August
5659,2011-08-29,Fall,2011,8,5,0,Monday,1,Clear,0.56,0.5303,0.73,0.1343,0.0,17,17,August
5660,2011-08-29,Fall,2011,8,6,0,Monday,1,Clear,0.56,0.5303,0.73,0.1343,3.0,99,102,August
5661,2011-08-29,Fall,2011,8,7,0,Monday,1,Clear,0.6,0.6061,0.6,0.2239,11.0,273,284,August
5662,2011-08-29,Fall,2011,8,8,0,Monday,1,Clear,0.62,0.6212,0.57,0.2537,20.0,384,404,August
5663,2011-08-29,Fall,2011,8,9,0,Monday,1,Clear,0.62,0.6212,0.53,0.2537,22.0,166,188,August
5664,2011-08-29,Fall,2011,8,10,0,Monday,1,Clear,0.66,0.6212,0.47,0.2239,42.0,73,115,August
5665,2011-08-29,Fall,2011,8,11,0,Monday,1,Clear,0.66,0.6212,0.47,0.1642,38.0,100,138,August
5666,2011-08-29,Fall,2011,8,12,0,Monday,1,Mist,0.68,0.6364,0.44,0.1642,48.0,159,207,August
5667,2011-08-29,Fall,2011,8,13,0,Monday,1,Mist,0.7,0.6364,0.39,0.0,48.0,170,218,August
5668,2011-08-29,Fall,2011,8,14,0,Monday,1,Clear,0.7,0.6364,0.42,0.0,55.0,127,182,August
5669,2011-08-29,Fall,2011,8,15,0,Monday,1,Clear,0.7,0.6364,0.42,0.1642,56.0,164,220,August
5670,2011-08-29,Fall,2011,8,16,0,Monday,1,Clear,0.72,0.6515,0.42,0.1642,56.0,226,282,August
5671,2011-08-29,Fall,2011,8,17,0,Monday,1,Mist,0.7,0.6364,0.47,0.2239,67.0,524,591,August
5672,2011-08-29,Fall,2011,8,18,0,Monday,1,Clear,0.66,0.6212,0.47,0.2537,60.0,487,547,August
5673,2011-08-29,Fall,2011,8,19,0,Monday,1,Clear,0.66,0.6212,0.47,0.2537,50.0,317,367,August
5674,2011-08-29,Fall,2011,8,20,0,Monday,1,Clear,0.64,0.6212,0.53,0.1642,50.0,227,277,August
5675,2011-08-29,Fall,2011,8,21,0,Monday,1,Clear,0.64,0.6212,0.53,0.194,34.0,168,202,August
5676,2011-08-29,Fall,2011,8,22,0,Monday,1,Clear,0.62,0.6212,0.57,0.1343,23.0,119,142,August
5677,2011-08-29,Fall,2011,8,23,0,Monday,1,Clear,0.6,0.6061,0.6,0.0896,19.0,56,75,August
5678,2011-08-30,Fall,2011,8,0,0,Tuesday,1,Clear,0.56,0.5303,0.73,0.1343,10.0,17,27,August
5679,2011-08-30,Fall,2011,8,1,0,Tuesday,1,Clear,0.56,0.5303,0.68,0.1045,6.0,7,13,August
5680,2011-08-30,Fall,2011,8,2,0,Tuesday,1,Clear,0.54,0.5152,0.73,0.1045,2.0,8,10,August
5681,2011-08-30,Fall,2011,8,3,0,Tuesday,1,Clear,0.54,0.5152,0.73,0.194,2.0,2,4,August
5682,2011-08-30,Fall,2011,8,4,0,Tuesday,1,Clear,0.52,0.5,0.77,0.1642,0.0,6,6,August
5683,2011-08-30,Fall,2011,8,5,0,Tuesday,1,Clear,0.52,0.5,0.77,0.0896,1.0,27,28,August
5684,2011-08-30,Fall,2011,8,6,0,Tuesday,1,Clear,0.54,0.5152,0.73,0.1045,4.0,115,119,August
5685,2011-08-30,Fall,2011,8,7,0,Tuesday,1,Clear,0.56,0.5303,0.68,0.1343,19.0,338,357,August
5686,2011-08-30,Fall,2011,8,8,0,Tuesday,1,Clear,0.62,0.6212,0.57,0.1343,34.0,459,493,August
5687,2011-08-30,Fall,2011,8,9,0,Tuesday,1,Clear,0.66,0.6212,0.5,0.2239,38.0,180,218,August
5688,2011-08-30,Fall,2011,8,10,0,Tuesday,1,Clear,0.7,0.6364,0.39,0.2239,28.0,109,137,August
5689,2011-08-30,Fall,2011,8,11,0,Tuesday,1,Clear,0.72,0.6515,0.37,0.194,60.0,115,175,August
5690,2011-08-30,Fall,2011,8,12,0,Tuesday,1,Clear,0.72,0.6515,0.37,0.0,65.0,172,237,August
5691,2011-08-30,Fall,2011,8,13,0,Tuesday,1,Clear,0.74,0.6515,0.35,0.1045,59.0,170,229,August
5692,2011-08-30,Fall,2011,8,14,0,Tuesday,1,Clear,0.74,0.6515,0.33,0.1642,58.0,151,209,August
5693,2011-08-30,Fall,2011,8,15,0,Tuesday,1,Clear,0.74,0.6515,0.35,0.2239,34.0,162,196,August
5694,2011-08-30,Fall,2011,8,16,0,Tuesday,1,Clear,0.74,0.6515,0.37,0.1642,42.0,295,337,August
5695,2011-08-30,Fall,2011,8,17,0,Tuesday,1,Clear,0.72,0.6515,0.42,0.194,62.0,549,611,August
5696,2011-08-30,Fall,2011,8,18,0,Tuesday,1,Clear,0.7,0.6364,0.45,0.1642,60.0,516,576,August
5697,2011-08-30,Fall,2011,8,19,0,Tuesday,1,Clear,0.66,0.6212,0.5,0.0896,68.0,397,465,August
5698,2011-08-30,Fall,2011,8,20,0,Tuesday,1,Clear,0.66,0.6212,0.5,0.0,39.0,259,298,August
5699,2011-08-30,Fall,2011,8,21,0,Tuesday,1,Clear,0.64,0.6061,0.65,0.0896,43.0,180,223,August
5700,2011-08-30,Fall,2011,8,22,0,Tuesday,1,Clear,0.62,0.6061,0.61,0.0,22.0,121,143,August
5701,2011-08-30,Fall,2011,8,23,0,Tuesday,1,Clear,0.62,0.6061,0.61,0.0,19.0,74,93,August
5702,2011-08-31,Fall,2011,8,0,0,Wednesday,1,Clear,0.6,0.5909,0.69,0.0,8.0,24,32,August
5703,2011-08-31,Fall,2011,8,1,0,Wednesday,1,Clear,0.6,0.5909,0.69,0.0,2.0,13,15,August
5704,2011-08-31,Fall,2011,8,2,0,Wednesday,1,Clear,0.56,0.5303,0.73,0.0,1.0,5,6,August
5705,2011-08-31,Fall,2011,8,3,0,Wednesday,1,Clear,0.56,0.5303,0.78,0.0,2.0,4,6,August
5706,2011-08-31,Fall,2011,8,4,0,Wednesday,1,Clear,0.56,0.5303,0.73,0.0,0.0,5,5,August
5707,2011-08-31,Fall,2011,8,5,0,Wednesday,1,Clear,0.54,0.5152,0.83,0.0896,2.0,25,27,August
5708,2011-08-31,Fall,2011,8,6,0,Wednesday,1,Clear,0.54,0.5152,0.77,0.0,4.0,107,111,August
5709,2011-08-31,Fall,2011,8,7,0,Wednesday,1,Clear,0.6,0.5758,0.78,0.0,12.0,316,328,August
5710,2011-08-31,Fall,2011,8,8,0,Wednesday,1,Clear,0.62,0.6061,0.69,0.0,27.0,440,467,August
5711,2011-08-31,Fall,2011,8,9,0,Wednesday,1,Clear,0.64,0.6061,0.69,0.0896,27.0,217,244,August
5712,2011-08-31,Fall,2011,8,10,0,Wednesday,1,Clear,0.7,0.6364,0.45,0.1045,33.0,105,138,August
5713,2011-08-31,Fall,2011,8,11,0,Wednesday,1,Clear,0.72,0.6515,0.42,0.1343,28.0,143,171,August
5714,2011-08-31,Fall,2011,8,12,0,Wednesday,1,Clear,0.74,0.6667,0.43,0.1343,68.0,192,260,August
5715,2011-08-31,Fall,2011,8,13,0,Wednesday,1,Clear,0.74,0.6515,0.37,0.1045,39.0,182,221,August
5716,2011-08-31,Fall,2011,8,14,0,Wednesday,1,Clear,0.74,0.6515,0.4,0.1343,48.0,148,196,August
5717,2011-08-31,Fall,2011,8,15,0,Wednesday,1,Clear,0.74,0.6515,0.4,0.1343,34.0,138,172,August
5718,2011-08-31,Fall,2011,8,16,0,Wednesday,1,Clear,0.74,0.6667,0.42,0.1343,46.0,263,309,August
5719,2011-08-31,Fall,2011,8,17,0,Wednesday,1,Clear,0.72,0.6515,0.45,0.1343,83.0,525,608,August
5720,2011-08-31,Fall,2011,8,18,0,Wednesday,1,Clear,0.7,0.6515,0.51,0.2239,70.0,495,565,August
5721,2011-08-31,Fall,2011,8,19,0,Wednesday,1,Clear,0.84,0.7727,0.47,0.2537,53.0,393,446,August
5722,2011-08-31,Fall,2011,8,20,0,Wednesday,1,Clear,0.66,0.6212,0.57,0.1343,30.0,259,289,August
5723,2011-08-31,Fall,2011,8,21,0,Wednesday,1,Clear,0.66,0.6212,0.61,0.0896,27.0,174,201,August
5724,2011-08-31,Fall,2011,8,22,0,Wednesday,1,Clear,0.64,0.6061,0.69,0.0,20.0,137,157,August
5725,2011-08-31,Fall,2011,8,23,0,Wednesday,1,Clear,0.6,0.5758,0.78,0.1045,24.0,60,84,August
5726,2011-09-01,Fall,2011,9,0,0,Thursday,1,Clear,0.6,0.5758,0.78,0.1045,18.0,33,51,September
5727,2011-09-01,Fall,2011,9,1,0,Thursday,1,Clear,0.6,0.5909,0.73,0.0896,7.0,14,21,September
5728,2011-09-01,Fall,2011,9,2,0,Thursday,1,Clear,0.58,0.5455,0.78,0.0896,14.0,11,25,September
5729,2011-09-01,Fall,2011,9,3,0,Thursday,1,Clear,0.58,0.5455,0.78,0.0896,7.0,7,14,September
5730,2011-09-01,Fall,2011,9,4,0,Thursday,1,Clear,0.56,0.5303,0.83,0.0896,0.0,7,7,September
5731,2011-09-01,Fall,2011,9,5,0,Thursday,1,Clear,0.56,0.5303,0.73,0.0896,1.0,22,23,September
5732,2011-09-01,Fall,2011,9,6,0,Thursday,1,Clear,0.6,0.5758,0.78,0.0,2.0,103,105,September
5733,2011-09-01,Fall,2011,9,7,0,Thursday,1,Clear,0.6,0.5758,0.78,0.0,7.0,335,342,September
5734,2011-09-01,Fall,2011,9,8,0,Thursday,1,Clear,0.62,0.5909,0.73,0.1343,31.0,467,498,September
5735,2011-09-01,Fall,2011,9,9,0,Thursday,1,Clear,0.64,0.6061,0.69,0.1045,29.0,178,207,September
5736,2011-09-01,Fall,2011,9,10,0,Thursday,1,Clear,0.68,0.6364,0.61,0.1343,46.0,92,138,September
5737,2011-09-01,Fall,2011,9,11,0,Thursday,1,Clear,0.72,0.6667,0.51,0.1343,51.0,141,192,September
5738,2011-09-01,Fall,2011,9,12,0,Thursday,1,Mist,0.72,0.6667,0.51,0.1343,64.0,165,229,September
5739,2011-09-01,Fall,2011,9,13,0,Thursday,1,Mist,0.72,0.6667,0.48,0.0896,50.0,169,219,September
5740,2011-09-01,Fall,2011,9,14,0,Thursday,1,Light Snow,0.72,0.6667,0.54,0.2537,54.0,144,198,September
5741,2011-09-01,Fall,2011,9,15,0,Thursday,1,Clear,0.72,0.6667,0.51,0.1343,39.0,135,174,September
5742,2011-09-01,Fall,2011,9,16,0,Thursday,1,Clear,0.74,0.6667,0.51,0.194,55.0,253,308,September
5743,2011-09-01,Fall,2011,9,17,0,Thursday,1,Clear,0.72,0.6667,0.54,0.2537,61.0,567,628,September
5744,2011-09-01,Fall,2011,9,18,0,Thursday,1,Clear,0.72,0.6667,0.54,0.2239,69.0,462,531,September
5745,2011-09-01,Fall,2011,9,19,0,Thursday,1,Clear,0.7,0.6515,0.58,0.1642,79.0,364,443,September
5746,2011-09-01,Fall,2011,9,20,0,Thursday,1,Clear,0.66,0.6212,0.61,0.2239,33.0,247,280,September
5747,2011-09-01,Fall,2011,9,21,0,Thursday,1,Mist,0.66,0.6212,0.57,0.194,17.0,160,177,September
5748,2011-09-01,Fall,2011,9,22,0,Thursday,1,Mist,0.66,0.6212,0.57,0.2239,34.0,145,179,September
5749,2011-09-01,Fall,2011,9,23,0,Thursday,1,Clear,0.64,0.6061,0.65,0.2537,15.0,111,126,September
5750,2011-09-02,Fall,2011,9,0,0,Friday,1,Clear,0.64,0.6061,0.65,0.194,6.0,58,64,September
5751,2011-09-02,Fall,2011,9,1,0,Friday,1,Light Snow,0.62,0.5909,0.73,0.1045,4.0,28,32,September
5752,2011-09-02,Fall,2011,9,2,0,Friday,1,Light Snow,0.62,0.5909,0.73,0.1045,9.0,11,20,September
5753,2011-09-02,Fall,2011,9,3,0,Friday,1,Mist,0.6,0.5606,0.83,0.1642,4.0,4,8,September
5754,2011-09-02,Fall,2011,9,4,0,Friday,1,Clear,0.6,0.5606,0.83,0.0896,2.0,2,4,September
5755,2011-09-02,Fall,2011,9,5,0,Friday,1,Mist,0.6,0.5606,0.83,0.1343,0.0,20,20,September
5756,2011-09-02,Fall,2011,9,6,0,Friday,1,Clear,0.6,0.5606,0.83,0.1343,3.0,73,76,September
5757,2011-09-02,Fall,2011,9,7,0,Friday,1,Clear,0.6,0.5606,0.83,0.1045,6.0,253,259,September
5758,2011-09-02,Fall,2011,9,8,0,Friday,1,Clear,0.62,0.5909,0.78,0.194,22.0,434,456,September
5759,2011-09-02,Fall,2011,9,9,0,Friday,1,Mist,0.62,0.5758,0.83,0.1045,30.0,190,220,September
5760,2011-09-02,Fall,2011,9,10,0,Friday,1,Mist,0.64,0.6061,0.76,0.1642,34.0,106,140,September
5761,2011-09-02,Fall,2011,9,11,0,Friday,1,Mist,0.66,0.6212,0.74,0.1045,51.0,141,192,September
5762,2011-09-02,Fall,2011,9,12,0,Friday,1,Mist,0.66,0.6212,0.69,0.2239,82.0,178,260,September
5763,2011-09-02,Fall,2011,9,13,0,Friday,1,Mist,0.68,0.6364,0.65,0.1343,72.0,207,279,September
5764,2011-09-02,Fall,2011,9,14,0,Friday,1,Mist,0.7,0.6515,0.61,0.1045,75.0,208,283,September
5765,2011-09-02,Fall,2011,9,15,0,Friday,1,Mist,0.7,0.6515,0.61,0.2537,69.0,277,346,September
5766,2011-09-02,Fall,2011,9,16,0,Friday,1,Mist,0.7,0.6515,0.61,0.1343,82.0,299,381,September
5767,2011-09-02,Fall,2011,9,17,0,Friday,1,Mist,0.68,0.6364,0.65,0.1642,78.0,377,455,September
5768,2011-09-02,Fall,2011,9,18,0,Friday,1,Mist,0.68,0.6364,0.65,0.194,50.0,305,355,September
5769,2011-09-02,Fall,2011,9,19,0,Friday,1,Clear,0.66,0.6212,0.69,0.1343,67.0,220,287,September
5770,2011-09-02,Fall,2011,9,20,0,Friday,1,Clear,0.64,0.6061,0.73,0.0,38.0,158,196,September
5771,2011-09-02,Fall,2011,9,21,0,Friday,1,Mist,0.64,0.6061,0.73,0.0896,28.0,121,149,September
5772,2011-09-02,Fall,2011,9,22,0,Friday,1,Mist,0.64,0.6061,0.73,0.1642,33.0,114,147,September
5773,2011-09-02,Fall,2011,9,23,0,Friday,1,Mist,0.64,0.6061,0.73,0.1642,30.0,68,98,September
5774,2011-09-03,Fall,2011,9,0,0,Saturday,0,Mist,0.64,0.6061,0.73,0.1045,22.0,65,87,September
5775,2011-09-03,Fall,2011,9,1,0,Saturday,0,Mist,0.64,0.6061,0.69,0.2537,17.0,57,74,September
5776,2011-09-03,Fall,2011,9,2,0,Saturday,0,Mist,0.64,0.6061,0.69,0.2239,15.0,26,41,September
5777,2011-09-03,Fall,2011,9,3,0,Saturday,0,Clear,0.62,0.5909,0.73,0.1642,17.0,18,35,September
5778,2011-09-03,Fall,2011,9,4,0,Saturday,0,Clear,0.62,0.5909,0.73,0.1642,3.0,4,7,September
5779,2011-09-03,Fall,2011,9,5,0,Saturday,0,Clear,0.62,0.6061,0.69,0.194,3.0,9,12,September
5780,2011-09-03,Fall,2011,9,6,0,Saturday,0,Clear,0.62,0.5909,0.73,0.1642,4.0,19,23,September
5781,2011-09-03,Fall,2011,9,7,0,Saturday,0,Clear,0.62,0.5909,0.73,0.194,5.0,33,38,September
5782,2011-09-03,Fall,2011,9,8,0,Saturday,0,Clear,0.64,0.6061,0.69,0.1642,24.0,65,89,September
5783,2011-09-03,Fall,2011,9,9,0,Saturday,0,Mist,0.66,0.6212,0.69,0.2537,83.0,118,201,September
5784,2011-09-03,Fall,2011,9,10,0,Saturday,0,Light Snow,0.66,0.6212,0.65,0.2537,90.0,168,258,September
5785,2011-09-03,Fall,2011,9,11,0,Saturday,0,Light Snow,0.66,0.6212,0.69,0.2836,66.0,128,194,September
5786,2011-09-03,Fall,2011,9,12,0,Saturday,0,Clear,0.7,0.6515,0.61,0.2239,97.0,160,257,September
5787,2011-09-03,Fall,2011,9,13,0,Saturday,0,Clear,0.7,0.6515,0.65,0.2239,17.0,200,353,September
5788,2011-09-03,Fall,2011,9,14,0,Saturday,0,Mist,0.72,0.6818,0.66,0.1642,17.0,176,380,September
5789,2011-09-03,Fall,2011,9,15,0,Saturday,0,Clear,0.72,0.6818,0.7,0.1642,17.0,201,388,September
5790,2011-09-03,Fall,2011,9,16,0,Saturday,0,Clear,0.72,0.6818,0.7,0.194,17.0,188,374,September
5791,2011-09-03,Fall,2011,9,17,0,Saturday,0,Clear,0.72,0.6818,0.7,0.2239,17.0,201,371,September
5792,2011-09-03,Fall,2011,9,18,0,Saturday,0,Clear,0.72,0.6818,0.7,0.1642,17.0,179,339,September
5793,2011-09-03,Fall,2011,9,19,0,Saturday,0,Clear,0.7,0.6667,0.74,0.1343,17.0,148,295,September
5794,2011-09-03,Fall,2011,9,20,0,Saturday,0,Clear,0.7,0.6667,0.79,0.1642,99.0,120,219,September
5795,2011-09-03,Fall,2011,9,21,0,Saturday,0,Clear,0.68,0.6364,0.83,0.1343,71.0,93,164,September
5796,2011-09-03,Fall,2011,9,22,0,Saturday,0,Clear,0.68,0.6364,0.83,0.1045,66.0,96,162,September
5797,2011-09-03,Fall,2011,9,23,0,Saturday,0,Clear,0.66,0.6212,0.85,0.1343,46.0,77,123,September
5798,2011-09-04,Fall,2011,9,0,0,Sunday,0,Clear,0.66,0.5909,0.89,0.194,33.0,76,109,September
5799,2011-09-04,Fall,2011,9,1,0,Sunday,0,Clear,0.66,0.6061,0.83,0.1343,37.0,38,75,September
5800,2011-09-04,Fall,2011,9,2,0,Sunday,0,Clear,0.66,0.6061,0.83,0.194,17.0,43,60,September
5801,2011-09-04,Fall,2011,9,3,0,Sunday,0,Clear,0.64,0.5758,0.89,0.194,20.0,23,43,September
5802,2011-09-04,Fall,2011,9,4,0,Sunday,0,Clear,0.64,0.5758,0.83,0.1642,0.0,4,4,September
5803,2011-09-04,Fall,2011,9,5,0,Sunday,0,Clear,0.64,0.5758,0.83,0.1343,1.0,5,6,September
5804,2011-09-04,Fall,2011,9,6,0,Sunday,0,Clear,0.64,0.5758,0.84,0.2239,0.0,3,3,September
5805,2011-09-04,Fall,2011,9,7,0,Sunday,0,Clear,0.66,0.6061,0.78,0.194,10.0,20,30,September
5806,2011-09-04,Fall,2011,9,8,0,Sunday,0,Clear,0.66,0.6061,0.78,0.1642,21.0,49,70,September
5807,2011-09-04,Fall,2011,9,9,0,Sunday,0,Clear,0.66,0.6061,0.78,0.1642,87.0,102,189,September
5808,2011-09-04,Fall,2011,9,10,0,Sunday,0,Clear,0.7,0.6667,0.74,0.1343,17.0,147,297,September
5809,2011-09-04,Fall,2011,9,11,0,Sunday,0,Clear,0.74,0.697,0.7,0.1642,17.0,163,337,September
5810,2011-09-04,Fall,2011,9,12,0,Sunday,0,Clear,0.76,0.7273,0.66,0.1642,17.0,221,435,September
5811,2011-09-04,Fall,2011,9,13,0,Sunday,0,Mist,0.78,0.7424,0.62,0.2836,17.0,174,419,September
5812,2011-09-04,Fall,2011,9,14,0,Sunday,0,Clear,0.78,0.7576,0.66,0.3284,17.0,156,361,September
5813,2011-09-04,Fall,2011,9,15,0,Sunday,0,Clear,0.78,0.7576,0.66,0.2836,17.0,192,410,September
5814,2011-09-04,Fall,2011,9,16,0,Sunday,0,Clear,0.8,0.7727,0.59,0.2239,17.0,141,337,September
5815,2011-09-04,Fall,2011,9,17,0,Sunday,0,Clear,0.76,0.7273,0.66,0.2239,17.0,172,376,September
5816,2011-09-04,Fall,2011,9,18,0,Sunday,0,Clear,0.76,0.7273,0.66,0.194,17.0,169,356,September
5817,2011-09-04,Fall,2011,9,19,0,Sunday,0,Clear,0.74,0.697,0.7,0.194,17.0,150,328,September
5818,2011-09-04,Fall,2011,9,20,0,Sunday,0,Clear,0.74,0.697,0.7,0.2985,104.0,125,229,September
5819,2011-09-04,Fall,2011,9,21,0,Sunday,0,Clear,0.72,0.697,0.74,0.2537,104.0,103,207,September
5820,2011-09-04,Fall,2011,9,22,0,Sunday,0,Mist,0.72,0.697,0.74,0.2836,70.0,85,155,September
5821,2011-09-04,Fall,2011,9,23,0,Sunday,0,Mist,0.72,0.6818,0.7,0.1642,46.0,58,104,September
5822,2011-09-05,Fall,2011,9,0,1,Monday,0,Mist,0.7,0.6667,0.74,0.2239,31.0,66,97,September
5823,2011-09-05,Fall,2011,9,1,1,Monday,0,Mist,0.68,0.6364,0.79,0.1045,19.0,35,54,September
5824,2011-09-05,Fall,2011,9,2,1,Monday,0,Mist,0.68,0.6364,0.79,0.1642,17.0,22,39,September
5825,2011-09-05,Fall,2011,9,3,1,Monday,0,Mist,0.68,0.6364,0.74,0.2985,4.0,12,16,September
5826,2011-09-05,Fall,2011,9,4,1,Monday,0,Mist,0.68,0.6364,0.69,0.2836,3.0,5,8,September
5827,2011-09-05,Fall,2011,9,5,1,Monday,0,Mist,0.66,0.6212,0.74,0.1642,2.0,4,6,September
5828,2011-09-05,Fall,2011,9,6,1,Monday,0,Mist,0.66,0.6212,0.74,0.1343,6.0,5,11,September
5829,2011-09-05,Fall,2011,9,7,1,Monday,0,Clear,0.66,0.6212,0.74,0.1642,11.0,30,41,September
5830,2011-09-05,Fall,2011,9,8,1,Monday,0,Mist,0.66,0.6061,0.78,0.194,45.0,56,101,September
5831,2011-09-05,Fall,2011,9,9,1,Monday,0,Light Snow,0.68,0.6364,0.74,0.1642,63.0,89,152,September
5832,2011-09-05,Fall,2011,9,10,1,Monday,0,Mist,0.7,0.6515,0.7,0.1642,107.0,137,244,September
5833,2011-09-05,Fall,2011,9,11,1,Monday,0,Mist,0.7,0.6667,0.74,0.1642,101.0,207,308,September
5834,2011-09-05,Fall,2011,9,12,1,Monday,0,Mist,0.72,0.6818,0.7,0.194,17.0,212,353,September
5835,2011-09-05,Fall,2011,9,13,1,Monday,0,Mist,0.74,0.697,0.7,0.1343,17.0,235,389,September
